Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Journey_Day,Journey_Month,Journey_Weekday,Dep_Hour
IndiGo,2019-06-12,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,No info,4804,155,12,6,Wednesday,17
IndiGo,2019-05-09,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1,No info,11465,295,9,5,Thursday,9
IndiGo,2019-04-21,Banglore,Delhi,BLR → DEL,23:30,02:20 22 Apr,2h 50m,0,No info,4591,170,21,4,Sunday,23
IndiGo,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 10 Jun,16h 15m,1,No info,6628,975,9,6,Sunday,9
IndiGo,2019-03-06,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1,No info,8025,345,6,3,Wednesday,2
Air Asia,2019-06-12,Delhi,Cochin,DEL → BLR → COK,07:55,15:45,7h 50m,1,No info,6152,470,12,6,Wednesday,7
IndiGo,2019-04-03,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,0,No info,3943,170,3,4,Wednesday,10
Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,07:10,10:45 07 Jun,27h 35m,1,No info,9187,1655,6,6,Thursday,7
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45 22 May,14h 25m,1,No info,9187,865,21,5,Tuesday,20
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1,No info,10276,385,6,3,Wednesday,9
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1,No info,12192,910,1,6,Saturday,3
Air Asia,2019-03-24,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:30,3h 35m,1,No info,5554,215,24,3,Sunday,19
Air India,2019-03-27,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1,No info,6377,735,27,3,Wednesday,7
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,20:30,01:35 22 Mar,5h 5m,1,No info,6232,305,21,3,Thursday,20
IndiGo,2019-05-09,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1,No info,6496,295,9,5,Thursday,5
IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,18:15,21:20,3h 5m,0,No info,4823,185,24,6,Monday,18
IndiGo,2019-06-06,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1,No info,6116,220,6,6,Thursday,19
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 10 May,22h 15m,1,In-flight meal not included,7757,1335,9,5,Thursday,20
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1,No info,8266,630,21,5,Tuesday,8
SpiceJet,2019-05-21,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No info,3873,155,21,5,Tuesday,6
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 16 May,12h 55m,1,In-flight meal not included,11841,775,15,5,Wednesday,21
IndiGo,2019-05-24,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,0,No info,4804,155,24,5,Friday,15
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,0,No info,3943,170,1,6,Saturday,10
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1,No info,15898,465,27,5,Monday,11
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 16 May,28h 5m,1,No info,14151,1685,15,5,Wednesday,17
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 10 Jun,12h 25m,1,In-flight meal not included,10577,745,9,6,Sunday,16
Air India,2019-04-03,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,0,No info,4441,165,3,4,Wednesday,6
Jet Airways,2019-04-06,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 07 Apr,25h 5m,1,In-flight meal not included,5177,1505,6,4,Saturday,11
Air India,2019-04-01,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,No info,4460,155,1,4,Monday,20
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,No info,13727,780,18,5,Saturday,8
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,16:00,12:35 04 Jun,20h 35m,1,No info,14714,1235,3,6,Monday,16
Jet Airways,2019-06-06,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 07 Jun,21h 35m,2,In-flight meal not included,10588,1295,6,6,Thursday,21
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,09:00,18:50,9h 50m,1,In-flight meal not included,7438,590,21,3,Thursday,9
Air India,2019-03-06,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 07 Mar,12h 45m,1,No info,12677,765,6,3,Wednesday,20
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 07 Jun,24h 45m,1,No info,14714,1485,6,6,Thursday,18
IndiGo,2019-06-24,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,0,No info,2754,90,24,6,Monday,12
IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,07:35,21:20,13h 45m,2,No info,6494,825,21,3,Thursday,7
IndiGo,2019-03-15,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4h 20m,1,No info,5607,260,15,3,Friday,16
IndiGo,2019-05-03,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,4823,175,3,5,Friday,7
Air India,2019-03-21,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,0,No info,2050,80,21,3,Thursday,21
Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,08:50,23:15,14h 25m,1,No info,12127,865,12,3,Tuesday,8
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 13 Jun,7h 15m,1,No info,13377,435,12,6,Wednesday,18
Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,No info,7229,180,6,5,Monday,19
Vistara,2019-04-24,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,No info,6216,190,24,4,Wednesday,6
Air India,2019-06-09,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,0,No info,8456,185,9,6,Sunday,18
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 19 May,17h 25m,2,No info,15129,1045,18,5,Saturday,19
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,16:55,07:40 13 Mar,14h 45m,1,No info,13817,885,12,3,Tuesday,16
GoAir,2019-05-06,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1,No info,6296,370,6,5,Monday,7
Air India,2019-03-21,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,No info,5170,150,21,3,Thursday,14
SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,21:10,00:05 25 May,2h 55m,0,No check-in baggage included,3919,175,24,5,Friday,21
IndiGo,2019-04-03,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,4823,175,3,4,Wednesday,7
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 25 Jun,18h 25m,1,In-flight meal not included,10262,1105,24,6,Monday,10
Jet Airways,2019-06-09,Delhi,Cochin,DEL → LKO → BOM → COK,14:05,12:35 10 Jun,22h 30m,2,No info,13882,1350,9,6,Sunday,14
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,No info,13587,480,6,6,Thursday,13
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,00:20,04:25 10 Mar,28h 5m,1,In-flight meal not included,11848,1685,9,3,Saturday,0
Air India,2019-03-06,Mumbai,Hyderabad,BOM → DEL → HYD,10:00,23:45,13h 45m,1,No info,11678,825,6,3,Wednesday,10
IndiGo,2019-05-18,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,0,No info,4823,175,18,5,Saturday,18
SpiceJet,2019-04-15,Banglore,Delhi,BLR → DEL,21:10,00:05 16 Apr,2h 55m,0,No check-in baggage included,3919,175,15,4,Monday,21
Vistara,2019-06-12,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,11982,140,12,6,Wednesday,17
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1,In-flight meal not included,10703,505,1,5,Wednesday,9
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18:55,23:35 19 May,28h 40m,1,In-flight meal not included,10844,1720,18,5,Saturday,18
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 16 May,24h 55m,1,In-flight meal not included,10844,1495,15,5,Wednesday,18
IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,0,No info,3175,90,27,6,Thursday,16
Air India,2019-06-01,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1,No info,9929,675,1,6,Saturday,8
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05,19:10,5h 5m,1,No info,19225,305,6,3,Wednesday,14
SpiceJet,2019-05-24,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,No info,2017,90,24,5,Friday,5
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,11:40,12:15 19 Mar,24h 35m,1,In-flight meal not included,7832,1475,21,3,Thursday,11
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20 02 May,26h 50m,1,In-flight meal not included,9663,1610,1,5,Wednesday,6
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1,No info,7005,560,9,6,Sunday,11
IndiGo,2019-05-12,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,0,No info,3175,90,12,5,Sunday,2
Air India,2019-04-01,Kolkata,Banglore,CCU → MAA → BLR,14:35,15:20 02 Apr,24h 45m,1,No info,5006,1485,1,4,Monday,14
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1,No info,9526,630,15,6,Saturday,8
Jet Airways,2019-06-06,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2,No info,13292,810,6,6,Thursday,5
IndiGo,2019-05-09,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 10 May,5h 45m,1,No info,6058,345,9,5,Thursday,21
Air India,2019-06-24,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,07:40 25 Jun,26h 25m,3,No info,10493,1585,24,6,Monday,5
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1,In-flight meal not included,10844,365,9,6,Sunday,16
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,No info,10953,690,1,4,Monday,9
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 22 May,16h,1,In-flight meal not included,10844,960,21,5,Tuesday,20
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 07 Jun,13h 20m,1,In-flight meal not included,10539,800,6,6,Thursday,20
Vistara,2019-05-18,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,No info,6741,190,18,5,Saturday,6
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 07 Jun,13h 20m,1,No info,14571,800,6,6,Thursday,20
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1,No info,14781,590,9,5,Thursday,8
IndiGo,2019-05-18,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,0,No info,3838,90,18,5,Saturday,16
Air India,2019-06-18,Delhi,Cochin,DEL → COK,14:05,17:55,3h 50m,0,No info,5201,230,18,6,Tuesday,14
Air Asia,2019-06-09,Delhi,Cochin,DEL → BLR → COK,07:55,15:45,7h 50m,1,No info,8759,470,9,6,Sunday,7
GoAir,2019-04-24,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1,No info,6195,355,24,4,Wednesday,7
Air India,2019-03-15,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,0,No info,3100,75,15,3,Friday,19
SpiceJet,2019-05-18,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1,No info,5975,295,18,5,Saturday,17
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,In-flight meal not included,10844,570,9,6,Sunday,14
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 28 May,7h 30m,1,No info,16079,450,27,5,Monday,20
SpiceJet,2019-05-27,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,No check-in baggage included,3543,135,27,5,Monday,8
SpiceJet,2019-05-03,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,No check-in baggage included,3841,150,3,5,Friday,17
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 16 Jun,17h 20m,1,In-flight meal not included,10262,1040,15,6,Saturday,19
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1,No info,12692,840,12,6,Wednesday,9
IndiGo,2019-06-01,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,0,No info,3850,140,1,6,Saturday,7
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 19 May,20h 25m,1,In-flight meal not included,12373,1225,18,5,Saturday,8
Air India,2019-03-21,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,0,No info,3100,90,21,3,Thursday,13
Vistara,2019-05-18,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,0,No info,4878,165,18,5,Saturday,19
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:55,21:00,12h 5m,1,No info,9845,725,21,3,Thursday,8
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,0,No info,4077,165,1,5,Wednesday,1
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1,No info,9315,690,21,5,Tuesday,7
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,No info,14781,570,9,5,Thursday,14
Air India,2019-03-06,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,16:50,16:55,5m,2,No info,17327,5,6,3,Wednesday,16
Air India,2019-03-09,Banglore,New Delhi,BLR → DEL,17:00,19:50,2h 50m,0,No info,9481,170,9,3,Saturday,17
Jet Airways,2019-03-27,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,19:45 28 Mar,38h 35m,2,In-flight meal not included,8938,2315,27,3,Wednesday,5
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,No info,14388,330,9,5,Thursday,6
Air India,2019-03-21,Delhi,Cochin,DEL → BLR → COK,20:30,23:00 22 Mar,26h 30m,1,No info,5704,1590,21,3,Thursday,20
GoAir,2019-06-09,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,0,No info,3898,175,9,6,Sunday,7
Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,0,No info,5678,90,27,3,Wednesday,2
IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4h 25m,1,No info,6937,265,9,3,Saturday,7
IndiGo,2019-03-21,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1h 25m,0,No info,2754,85,21,3,Thursday,19
SpiceJet,2019-03-15,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 16 Mar,1h 25m,0,No check-in baggage included,2647,85,15,3,Friday,22
IndiGo,2019-05-21,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1,No info,4226,240,21,5,Tuesday,6
GoAir,2019-05-18,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,0,No info,4239,175,18,5,Saturday,7
IndiGo,2019-06-27,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 28 Jun,5h 5m,1,No info,9165,305,27,6,Thursday,23
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,0,No info,18308,160,1,3,Friday,19
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8h 25m,1,No info,14486,505,21,3,Thursday,7
Air Asia,2019-04-09,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,0,No info,4282,170,9,4,Tuesday,4
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,No info,13587,780,27,6,Thursday,8
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1,No info,13587,570,3,6,Monday,11
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 28 Mar,20h 25m,1,In-flight meal not included,6645,1225,27,3,Wednesday,8
SpiceJet,2019-04-15,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,No info,4423,160,15,4,Monday,5
Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → BHO → DEL,17:25,23:25 16 Mar,30h,2,No info,11518,1800,18,3,Monday,17
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,13:55,04:45 25 Mar,14h 50m,1,No info,13759,890,24,3,Sunday,13
SpiceJet,2019-06-18,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,No info,3625,160,18,6,Tuesday,5
IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,0,No info,4148,170,15,3,Friday,5
Vistara,2019-04-24,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,0,No info,5613,155,24,4,Wednesday,17
Air India,2019-05-06,Kolkata,Banglore,CCU → DEL → VGA → BLR,10:00,10:00 07 May,24h,2,No info,14298,1440,6,5,Monday,10
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,08:00,21:20,13h 20m,1,In-flight meal not included,7832,800,21,3,Thursday,8
IndiGo,2019-05-21,Delhi,Cochin,DEL → HYD → COK,08:35,18:10,9h 35m,1,No info,6442,575,21,5,Tuesday,8
Jet Airways,2019-04-01,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,No info,5678,85,1,4,Monday,2
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 02 Apr,9h 45m,1,In-flight meal not included,7064,585,1,4,Monday,18
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 19 May,16h 45m,1,No info,14151,1005,18,5,Saturday,17
GoAir,2019-06-24,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,No info,3419,165,24,6,Monday,20
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,17:25,04:25 10 Mar,11h,1,No info,15554,660,9,3,Saturday,17
Air India,2019-03-18,Banglore,New Delhi,BLR → AMD → DEL,00:30,08:45,8h 15m,1,No info,13859,495,18,3,Monday,0
SpiceJet,2019-03-15,Kolkata,Banglore,CCU → BLR,22:20,00:40 16 Mar,2h 20m,0,No info,3847,140,15,3,Friday,22
GoAir,2019-03-09,Banglore,New Delhi,BLR → GOI → DEL,15:50,20:15,4h 25m,1,No info,7657,265,9,3,Saturday,15
Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,No info,7229,180,27,5,Monday,7
IndiGo,2019-06-18,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,0,No info,2227,95,18,6,Tuesday,20
SpiceJet,2019-06-21,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,No info,3971,160,21,6,Friday,5
IndiGo,2019-06-27,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 28 Jun,16h 15m,1,No info,6628,975,27,6,Thursday,9
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 07 May,12h 55m,1,No info,13584,775,6,5,Monday,21
SpiceJet,2019-03-21,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,0,No info,4148,160,21,3,Thursday,6
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1,No info,14571,705,9,6,Sunday,6
SpiceJet,2019-05-21,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 May,2h 20m,0,No check-in baggage included,3841,140,21,5,Tuesday,22
Jet Airways,2019-04-12,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,In-flight meal not included,5198,165,12,4,Friday,6
Air Asia,2019-04-24,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,0,No info,3383,170,24,4,Wednesday,4
Jet Airways,2019-06-06,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,0,In-flight meal not included,7202,195,6,6,Thursday,11
IndiGo,2019-04-03,Delhi,Cochin,DEL → COK,21:05,00:20 04 Apr,3h 15m,0,No info,5021,195,3,4,Wednesday,21
GoAir,2019-05-03,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,No info,4239,165,3,5,Friday,20
Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 28 May,17h 5m,2,No info,15129,1025,27,5,Monday,19
Vistara,2019-03-01,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,0,No info,21520,160,1,3,Friday,7
IndiGo,2019-03-03,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,0,No info,7673,195,3,3,Sunday,5
IndiGo,2019-06-18,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,0,No info,4823,170,18,6,Tuesday,20
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1,In-flight meal not included,15190,715,1,6,Saturday,7
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1,No info,14781,850,18,5,Saturday,8
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,0,No info,4804,155,18,5,Saturday,15
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 02 Jun,23h 35m,1,In-flight meal not included,10262,1415,1,6,Saturday,13
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1,No info,7503,705,15,5,Wednesday,9
Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,No info,8016,175,15,6,Saturday,11
IndiGo,2019-06-09,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,0,No info,4049,90,9,6,Sunday,6
Air India,2019-03-03,Banglore,New Delhi,BLR → CCU → DEL,05:50,12:55,7h 5m,1,No info,12389,425,3,3,Sunday,5
SpiceJet,2019-05-12,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,3597,140,12,5,Sunday,17
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 16 May,14h,1,No info,13727,840,15,5,Wednesday,11
Jet Airways,2019-05-01,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,No info,5678,85,1,5,Wednesday,2
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1,No info,7670,640,9,5,Thursday,10
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,In-flight meal not included,10844,570,18,5,Saturday,14
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 02 Apr,25h 45m,1,In-flight meal not included,7064,1545,1,4,Monday,16
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1,No info,8930,720,3,6,Monday,9
Air Asia,2019-04-01,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,0,No info,4282,170,1,4,Monday,4
IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,0,No info,4823,170,21,6,Friday,8
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 10 May,21h 20m,1,In-flight meal not included,12373,1280,9,5,Thursday,7
Jet Airways,2019-03-09,Banglore,New Delhi,BLR → BOM → DEL,07:00,20:20,13h 20m,1,In-flight meal not included,11087,800,9,3,Saturday,7
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 04 Jun,6h 35m,1,No info,16079,395,3,6,Monday,21
IndiGo,2019-06-12,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,0,No info,5601,195,12,6,Wednesday,5
SpiceJet,2019-06-09,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,No info,2753,90,9,6,Sunday,5
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 28 Jun,5h 35m,1,In-flight meal not included,12898,335,27,6,Thursday,22
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,No info,15603,480,6,3,Wednesday,13
IndiGo,2019-04-12,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,0,No info,4174,165,12,4,Friday,9
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,0,No info,6144,175,24,3,Sunday,20
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1,No info,14781,590,6,5,Monday,8
IndiGo,2019-06-15,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 16 Jun,5h 45m,1,No info,6195,345,15,6,Saturday,21
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 07 May,25h 45m,1,In-flight meal not included,8586,1545,6,5,Monday,6
IndiGo,2019-03-01,Banglore,New Delhi,BLR → DEL,22:20,01:10 02 Mar,2h 50m,0,No info,11934,170,1,3,Friday,22
Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25 16 May,22h 25m,2,No info,14424,1345,15,5,Wednesday,7
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1,No info,18581,715,24,6,Monday,7
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 13 May,7h 30m,1,No info,13941,450,12,5,Sunday,21
Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,No info,7229,185,6,5,Monday,18
SpiceJet,2019-05-15,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No info,3873,155,15,5,Wednesday,6
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1,No info,14714,450,12,6,Wednesday,11
Air Asia,2019-03-24,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:25,22:55,7h 30m,2,No info,11245,450,24,3,Sunday,15
